RFSS,Site Dec,Site Hex,Site NAC,Description,County Name,Lat,Lon,Range,Frequencies
1,001,1,,"Metro Simulcast","Honolulu",21.46667,-157.96667,25,851.162500,851.250000,851.412500c,851.537500c,851.662500c,851.812500,852.537500,852.562500,852.812500,853.312500,853.562500,853.812500
1,002,2,,"Winward Simulcast","Honolulu",21.587377000854,-157.90151589464,15,851.562500c,851.837500c,853.362500c,854.162500c
1,003,3,,"Northeast Simulcast","Honolulu",21.594688244875,-157.90729506779,15,769.556250c,769.806250c,770.556250c,770.806250c
1,004,4,,"Mokulei Ridge","Honolulu",21.54589,-158.1945,15,771.481250c,771.731250c,772.481250c,772.731250c
1,005,5,,"Waianae 1","Honolulu",21.48378,-158.22919,15,772.431250c,772.681250c,772.931250c,773.181250c
1,006,6,,"Waianae 2","Honolulu",21.405,-158.155,15,769.506250c,769.756250c,770.506250c,770.756250c
1,007,7,,"Waianae 3","Honolulu",21.44336,-158.18781,15,769.531250c,769.781250c,770.531250c,772.781250c
1,008,8,,"Makakilo","Honolulu",21.3865,-158.10561,15,769.356250c,769.606250c,770.856250c,771.106250c,771.856250
1,009,9,,"Wahiawa","Honolulu",21.5025,-158.02453,15,771.756250c,772.156250c,773.406250c,773.656250c
1,010,A,,"Waialua","Honolulu",21.54589,-158.1945,15,769.331250c,769.581250c,770.831250c,771.081250c
